"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_002917-RA",11812,5686,6148,3571,15099,15368
"HPOL_006003-RA",151,57,75,24,155,166
"HPOL_001522-RA",566,303,245,346,849,300
"HPOL_001523-RA",998,471,295,474,1692,210
"HPOL_001524-RA",226,120,145,99,370,227
"HPOL_001525-RA",226,99,124,130,389,218
"HPOL_001526-RA",243,135,49,156,417,71
"HPOL_005277-RA",2618,1292,1223,1239,4239,2233
"HPOL_005579-RA",384.726048764203,149.410393956232,160.724456104034,126.416264116411,469.874958623488,279.504334055322
"HPOL_005580-RA",409.730588420542,156.982359324293,212.820605077389,199.848578329658,617.594337835704,333.623251186949
"HPOL_005575-RA",7658.39970242545,3683.40144505469,4529.06747976898,2282.79203629327,10264.8019468075,12334.7737620336
"HPOL_005576-RA",116,67,65,83,231,122
"HPOL_005577-RA",34,7,19,15,26,0
"HPOL_006035-RA",120,54,48,82,469,157
"HPOL_006026-RA",180,75,146,88,241,330
"HPOL_006027-RA",1232,566,460,523,1967,529
"HPOL_006005-RA",266,133,147,171,512,217
"HPOL_006006-RA",222,98,103,109,295,141
"HPOL_001508-RA",294,135,133,168,530,322
"HPOL_006007-RA",988,410,320,310,1090,597
"HPOL_006008-RA",475,130,101,78,289,72
"HPOL_000082-RA",1260,579,659,665,2116,1032
"HPOL_000083-RA",68,36,46,41,105,119
"HPOL_000084-RA",373,163,228,129,571,406
"HPOL_000085-RA",1801,872,907,1267,4417,2391
"HPOL_000086-RA",6753,3019,3170,2531,5925,13709
"HPOL_000087-RA",194,63,81,67,246,551
"HPOL_000088-RA",2460,1209,1261,1507,4657,2647
"HPOL_000089-RA",153,72,137,94,281,190
"HPOL_001509-RA",808,390,389,347,1103,694
"HPOL_000090-RA",146,78,96,50,217,153
"HPOL_000091-RA",111,43,31,41,245,59
"HPOL_000092-RA",163,75,114,64,176,171
"HPOL_000093-RA",293,111,106,106,456,187
"HPOL_000094-RA",72,25,36,48,125,29
"HPOL_000095-RA",1659,841,941,1171,3608,2425
"HPOL_000096-RA",1148,553,520,665,1821,629
"HPOL_000097-RA",1607,799,718,932,2702,971
"HPOL_000098-RA",179,115,45,128,344,72
"HPOL_006010-RA",849,380,272,318,1167,724
"HPOL_001510-RA",374,191,157,222,527,472
"HPOL_006011-RA",249,88,110,126,339,81
"HPOL_006012-RA",1851,923,927,892,3099,2832
"HPOL_000772-RA",485,253,296,478,1356,459
"HPOL_000773-RA",752.516523588318,314.059147765402,440.196749464413,293.686083220926,1366.45978854721,756.787377567849
"HPOL_006043-RA",1399,666,441,573,2151,810
"HPOL_006044-RA",169,79,126,99,299,114
"HPOL_006013-RA",293,71,83,53,167,27
"HPOL_006025-RA",177,109,61,107,282,99
"HPOL_006017-RA",207,107,66,82,393,84
"HPOL_006016-RA",670,346,440,365,1246,1283
"HPOL_001511-RA",1249,506,732,338,976,3317
"HPOL_002926-RA",2966,1213,1261,1382,3812,1350
"HPOL_002927-RA",82,20,15,29,121,21
"HPOL_002928-RA",145,49,79,52,158,69
"HPOL_002929-RA",150,56,89,103,186,61
"HPOL_002930-RA",1828,848,1340,848,2931,2233
"HPOL_006018-RA",8531,4764,3086,3777,15029,5383
"HPOL_005618-RA",1895,944,1051,861,3717,1539
"HPOL_006021-RA",615,289,201,257,906,360
"HPOL_006022-RA",2083,1016,719,900,3016.44464627146,3735
"HPOL_006020-RA",960,461,440,380,1251,877
"HPOL_001512-RA",498,225,336,213,667,498
"HPOL_006023-RA",20.077938374373,9.52621985911022,7.33569853678591,20.2929117867008,31.7755451654048,22.5895049455529
"HPOL_006024-RA",417,171,273,207,587,695
"HPOL_006028-RA",123,44,11,20,101,25
"HPOL_006029-RA",201,118,127,133,293,261
"HPOL_006030-RA",336,127,158,125,416,257
"HPOL_006031-RA",0,0,0,0,0,0
"HPOL_000062-RA",298,94,40,67,142,63
"HPOL_000063-RA",137,47,57,13,178,138
"HPOL_000064-RA",1453,710,728,628,2576,1220
"HPOL_000065-RA",1514,769,621,589,2008,591
"HPOL_001513-RA",90,54,71,38,145,121
"HPOL_000066-RA",216,102,75,223,427,199
"HPOL_000067-RA",173,79,101,95,350,217
"HPOL_000068-RA",531,257,212,369,892,114
"HPOL_000069-RA",1590,799,803,551,2175,685
"HPOL_000070-RA",689,402,199,425,1181,82
"HPOL_000071-RA",243,55,13,60,125,56
"HPOL_000072-RA",1098,541,349,517,1782,508
"HPOL_000073-RA",115,34,42,42,193,45
"HPOL_000074-RA",277,98,79,110,415,215
"HPOL_000075-RA",284.299334002353,128.720013660065,150.559439338662,79,412.021794951187,221.114127047872
"HPOL_002457-RA",751,366,312.826656568781,616.61975519609,2513.00023461447,1326.16799489622
"HPOL_000076-RA",99.7006659976473,18.2799863399346,28.4405606613385,27,118.978205048813,56.8858729521279
"HPOL_000077-RA",1789,973,796,804,3097,1535
"HPOL_000078-RA",2865,1489,1280,1250,3829,3518
"HPOL_000079-RA",6291,2900,3040,2823,8944,2190
"HPOL_000080-RA",341,190,195,170,483,405
"HPOL_000081-RA",893,570,318,370,1268,182
"HPOL_006032-RA",913,437,418,492,1730,950
"HPOL_006033-RA",714,324,231,396,1464,1579
"HPOL_006034-RA",1222,578,465,369,1972,895
"HPOL_006036-RA",396,178,186,129,613,394
"HPOL_002458-RA",264,163,162,147,471,141
"HPOL_006037-RA",1078,625,678,300,1336,2877
"HPOL_006041-RA",871,361,277,496,1742,736
"HPOL_006038-RA",385,185,128,189,602,150
"HPOL_006039-RA",1035,520,310,345,1638,1788
"HPOL_006040-RA",576,279,242,242,1019,476
"HPOL_002946-RA",1056,502,552,476,2046,1247
"HPOL_002947-RA",535,210,231,250,564,316
"HPOL_002948-RA",213,112,78,89,320,149
"HPOL_002949-RA",564,226,322,276,703,373
"HPOL_002950-RA",1343,657,662,561,1885,805
"HPOL_002459-RA",165,59,67,71,196,64
"HPOL_006042-RA",342,158,336,172,991,885
"HPOL_006045-RA",1011,432,429,399,1625,726
"HPOL_001774-RA",109,28,36,20,95,28
"HPOL_001775-RA",595,262,261,224,851,497
"HPOL_001776-RA",75,15,18,20,81,9
"HPOL_006046-RA",363,101,51,53,277,16
"HPOL_006060-RA",191,96,109,132,563,266
"HPOL_004916-RA",3113,1560,2091,2111,7997,13056
"HPOL_004917-RA",218,100,177,75,329,364
"HPOL_006053-RA",1339,734,838,859,3179,1698
"HPOL_002460-RA",86,49,20,16,66,16
"HPOL_006073-RA",136,52,64,42,183,102
"HPOL_002951-RA",210,95,75,133,433,155
"HPOL_002952-RA",1072,528,384,431,1385,759
"HPOL_002953-RA",1060,469,737,388,1503,1500
"HPOL_006047-RA",52,19,21,21,95,41
"HPOL_006048-RA",61,40,92,44,72,136
"HPOL_005722-RA",934,468,497,378,1541,778
"HPOL_005723-RA",64,20,25,18,56,24
"HPOL_005654-RA",3998,1884,1237,2368,7791,2539
"HPOL_006069-RA",119,28,39,55,102,45
"HPOL_002461-RA",162,98,61,53,237,129
"HPOL_006049-RA",326,157,654,230,566,452
"HPOL_006050-RA",4822,2887,1998,2713,10162,1802
"HPOL_005505-RA",374,169,200,175,524,264
"HPOL_005506-RA",39.2522274406179,17.1807790535566,8.94155590866707,46.8995149028874,75.3370436236686,5.01561842993391
"HPOL_006051-RA",270,136,181,99,383,183
"HPOL_006071-RA",4054,1887,1474,1521,5372,2948
"HPOL_002956-RA",119,65,77,56,202,83
"HPOL_002957-RA",284,189,161,123,489,173
"HPOL_002958-RA",2643,1351,1086,1333,4123,640
"HPOL_002959-RA",168,56,84,86,280,123
"HPOL_000676-RA",24842,11292,2491,7922,20653,23910
"HPOL_006063-RA",78.3286593369163,41.7712643495949,43.9962481925627,35.8745239773421,176.857599626992,85.8455131186111
"HPOL_006064-RA",4471,1932,1445,2557,6856,3236
"HPOL_006052-RA",345.396097404154,167.24243670213,161.9830024554,185.373662646242,694.443824292335,443.041454729729
"HPOL_006055-RA",906,460,390,392,1391,515
"HPOL_006056-RA",21,3,12,21,23,7
"HPOL_006054-RA",318,136,195,151,437,588
"HPOL_006057-RA",261,116,71,145,392,541
"HPOL_006083-RA",266,110,139,103,393,138
"HPOL_006058-RA",111,64,35,62,224,33
"HPOL_001424-RA",1518,664,467,528,1873,728
"HPOL_000677-RA",19,9,19,2,32,30
"HPOL_001425-RA",222,95,109,61,281,164
"HPOL_001426-RA",5031,2531,1920,2166,8343,3505
"HPOL_001427-RA",191,74,45,250,749,303
"HPOL_001428-RA",1392,401,540,433,1319,549
"HPOL_001429-RA",558,305,291,214,981,491
"HPOL_001430-RA",886.775003671932,414.017808233334,324.641063286981,364.352575620683,1155.44041227873,424.458005455573
"HPOL_002960-RA",32,9,33,14,42,20
"HPOL_002961-RA",136,87,85,61,199,88
"HPOL_002962-RA",30,5,7,11,22,13
"HPOL_002963-RA",32,10,18,18,47,16
"HPOL_000678-RA",1042,403,488,429,1535,1039
"HPOL_006059-RA",436,244,191,259,869,324
"HPOL_006067-RA",70.3865323431782,22,48,7,116.367535954791,153
"HPOL_006091-RA",144,64,51,80,204,118
"HPOL_006061-RA",4727,2983,324,2846,8628,103
"HPOL_006062-RA",128,57,59,22,183,47
"HPOL_006065-RA",322,149,185,146,527,236
"HPOL_006066-RA",528,258,456,232,868,576
"HPOL_005567-RA",207,97,113,81,374,277
"HPOL_005568-RA",803,447,383,369,1410,1034
"HPOL_006068-RA",485,273,164,373,886,110
"HPOL_000679-RA",4194,2204,1432,1715,6415,1979
"HPOL_006070-RA",1580,680,469,797,2174,2550
"HPOL_002975-RA",132,42,73,44,197,145
"HPOL_002976-RA",64,24,28,17,56,44
"HPOL_002977-RA",394,149,283,214,782,553
"HPOL_002978-RA",544,251,400,406,1195,824
"HPOL_006072-RA",205,77,42,55,209,33
"HPOL_006078-RA",74,22,16,26,71,32
"HPOL_006074-RA",199,65,124,78,363,332
"HPOL_006075-RA",1044,631,598,937,3139,5435
"HPOL_006121-RA",1514,802,616,567,2167,1098
"HPOL_000680-RA",98,42,35,37,128,52
"HPOL_006076-RA",307,188,167,74,442,205
"HPOL_006100-RA",1344,516,442,423,1145,5589
"HPOL_006077-RA",796,419,411,448,1849,1079
"HPOL_006079-RA",2287,1016,755,744,3455,1287
"HPOL_006080-RA",2724.01503804136,1145,852,1356,3225,2472
"HPOL_006094-RA",137,54,94,45,227,112
"HPOL_002979-RA",42.5,18,30.5,27,89,77.5
"HPOL_002980-RA",379.239225707057,242.225701478465,133.814772255446,237.757668724468,543.060093704121,250.624110053811
"HPOL_002981-RA",1237,636,585,785,2430,1344
"HPOL_002982-RA",1486,819,649,691,2630,799
"HPOL_000681-RA",285,167,129,148,439,236
"HPOL_006081-RA",136,54,76,77,166,102
"HPOL_006082-RA",84,48,39,50,99,60
"HPOL_006104-RA",706,230,186,227,548,560
"HPOL_006084-RA",2,3,7,0,5,4
"HPOL_006085-RA",202.106324822282,99.8556553961281,193.609491388814,159.735467001859,345.280376832804,380.404560918522
"HPOL_006087-RA",1577,800,488,746,2579,773
"HPOL_006086-RA",1172,555,594,525,1776,1160
"HPOL_006099-RA",1,2,1,0,0,0
"HPOL_006089-RA",387,133,220,162,658,349
"HPOL_006088-RA",377,156,183,163,448,308
"HPOL_000682-RA",506,265,179,336,915,76
"HPOL_006090-RA",771,384,471,342,1329,1009
"HPOL_001040-RA",228,88,174,119,460,218
"HPOL_001041-RA",32,9,34,13,31,29
"HPOL_001042-RA",552,277,199,262,825,326
"HPOL_001043-RA",301,160,174,306,1018,249
"HPOL_006092-RA",437,218,228,194,768,545
"HPOL_006093-RA",101,64,53,38,121,68
"HPOL_006106-RA",3431,1724,883,1374,4361,889
"HPOL_000478-RA",2487,1173,1086,998,3705,2548
"HPOL_000479-RA",2595,1382,1398,1566,5964,2764
"HPOL_000683-RA",129,51,59,68,174,142
"HPOL_000480-RA",299,165,211,132,470,243
"HPOL_000481-RA",370.290128649067,191.840910050464,223.310826021963,200.943183718739,834.712112891448,389.68882112677
"HPOL_000482-RA",2263,1074,1256,1042,3501,2207
"HPOL_000483-RA",73,48,20,56,132,48
"HPOL_006095-RA",202,108,93,120,340,335
"HPOL_006096-RA",177,108,88,130,393,296
"HPOL_006114-RA",1038,574,520,529,2366,1189
"HPOL_006097-RA",265,117,55,59,169,477
"HPOL_006098-RA",533.689396188043,247.768464828156,144.085554535631,502.353207130882,1633.23642813777,1444.89830627761
"HPOL_006116-RA",129,67,40,107,304,202
"HPOL_000684-RA",496,236,189,379,1023,65
"HPOL_006117-RA",469,170,200,291,1054,476
"HPOL_002996-RA",193,96,95,101,414,102
"HPOL_002997-RA",5548,2747,2041,2264,8157,2900
"HPOL_002998-RA",3645,1834,1559,1554,5068,2056
"HPOL_002999-RA",962,446,479,421,1504,925
"HPOL_005481-RA",12690,5943,3115,5731,18476,3566
"HPOL_005482-RA",64,36,25,86,71,42
"HPOL_005483-RA",510,256,300,218,925,642
"HPOL_006101-RA",3773,1951,1208,1751,5822,3712
"HPOL_006102-RA",7,3,1,1,5,4
"HPOL_004136-RA",1976,535,452,623,1556,412
"HPOL_006103-RA",1257,651,494,450,1880,863
"HPOL_006126-RA",45,13,15,41,41,6
"HPOL_006105-RA",1428.51775369992,840.283449795468,672.672607980828,669.830689612342,2362.52721509093,1230.74503242957
"HPOL_006107-RA",3545,1721,1626,1506,5362,3160
"HPOL_006108-RA",1030.26634503832,517.954596355499,338.154996145666,531.889115558128,1493.96421692334,2047.41250322686
"HPOL_005955-RA",210,74,77,82,304,218
"HPOL_005956-RA",673,312,335,290,1014,497
"HPOL_003011-RA",724,339,727,353,1573,979
"HPOL_003012-RA",24,11,15,0,30,37
"HPOL_003013-RA",828,410,443,287,1295,690
"HPOL_004137-RA",7049,3257,2482,3140,9614,5845
"HPOL_006134-RA",254,107,78,41,287,134
"HPOL_006109-RA",535.248858351009,283.657953457615,195.094303850931,268.598593089307,841.115392779961,297.774475958797
"HPOL_005751-RA",1289,681,504,434,1799,767
"HPOL_006110-RA",487,181,183,230,564,381
"HPOL_006111-RA",1214,533,586,912,3040,1468
"HPOL_006112-RA",897,400,262,368,963,389
"HPOL_006113-RA",324,190,137,128,505,262
"HPOL_006115-RA",3015,1243,1914,1074,3932,5968
"HPOL_006118-RA",60,15,6,3,29,14
"HPOL_006119-RA",195,107,141,56,324,212
"HPOL_001866-RA",408,194,276,341,1049,347
"HPOL_006128-RA",36,15,10,22,62,19
"HPOL_006120-RA",1252,594,505,481,1926,921
"HPOL_003000-RA",981.507821744188,304,220.496900239324,181,865,213.883633950728
"HPOL_003001-RA",5290,2705,2262,2521,8217,2709
"HPOL_006140-RA",240,124,583,163,378,413
"HPOL_006122-RA",216,73,47,62,279,65
"HPOL_006123-RA",271,92,290,114,452,219
"HPOL_006124-RA",370,163,146,142,360,249
"HPOL_006144-RA",151,54,79,108,279,164
"HPOL_006145-RA",164,66,99,64,247,125
"HPOL_001867-RA",1598,681,827,887,2715,1535
"HPOL_006125-RA",73,32,42,26,118,65
"HPOL_006127-RA",202,97,86,78,336,192
"HPOL_006129-RA",236,152,139,606,1940,197
"HPOL_006130-RA",374,163,112,228,1016,1237
"HPOL_006133-RA",512.383248266168,275.670200537202,246.972186718967,308.934121206734,879.793445222931,311.874022627506
"HPOL_003002-RA",1722,927,560,713,2635,1067
"HPOL_003003-RA",759,214,179,154,471,89
"HPOL_003004-RA",3774,1660,1878,1181,3898,2839
"HPOL_003005-RA",506,229,269,207,698,559
"HPOL_006131-RA",450,220,583,219,726,263
"HPOL_001868-RA",148,60,105,101,275,151
"HPOL_006132-RA",217,93,74,123,332,123
"HPOL_006135-RA",191,76,91,95,167,35
"HPOL_006136-RA",185.658340490703,63.8428725977596,30.4912384926801,39,268.482379650123,114.513916613782
"HPOL_006137-RA",1307,629,485,646,2087,829
"HPOL_005922-RA",3905,1882,1660,1645,5550,2548
"HPOL_005923-RA",417,160,124,162,577,625
"HPOL_005627-RA",4421.73147154306,2178.87579859882,1391.93709056412,1507,4035.29818589882,2057.54247053045
"HPOL_005628-RA",1565,717,214,803,2601,1468
"HPOL_003014-RA",508,123,93,162,386,70
"HPOL_003015-RA",427,179,212,209,758,269
"HPOL_001869-RA",763,375,624,562,2002,1574
"HPOL_003016-RA",31,14,8,53,50,95
"HPOL_005800-RA",383.196397136526,193.503650979109,155.013423621117,116.485614162831,575.132079445185,175.349779020993
"HPOL_006138-RA",475,209,151,304,913,440
"HPOL_006139-RA",1276,629,569,793,2488,2312
"HPOL_006146-RA",651,333,377,318,1214,731
"HPOL_006141-RA",454,258,217,300,968,469
"HPOL_006142-RA",475,225,241,230,810,333
"HPOL_006143-RA",498,288,142,403,1013,95
"HPOL_006155-RA",340,215,302,175,768,621
"HPOL_005710-RA",341,152,209,151,462,319
"HPOL_001870-RA",531,321,255,194,671,92
"HPOL_005711-RA",191.354806678027,85.9271378434254,127.860940972801,54.2502514059512,256.241737816639,121.050471974144
"HPOL_006147-RA",2305,1164,1105,769,3327,1805
"HPOL_006148-RA",258.270287039049,80.5251334641908,135,54,235,249.241514471743
"HPOL_006149-RA",875,425,227,465,1560,373
"HPOL_003042-RA",118,44,70,33,189,160
"HPOL_003043-RA",377.789483117286,192.05739513897,202,196,830,539
"HPOL_003044-RA",2879,1456,1262,1385,4774,2433
"HPOL_006168-RA",23,30,18,21,51,14
"HPOL_006150-RA",61.4265890587442,23.5917741911958,26,25.3314228035155,45,12
"HPOL_005717-RA",449.164641561954,224.269714662615,209.904781816913,196.571536452402,668.957798796607,524.620899933641
"HPOL_000386-RA",214,79,127,66,344,210
"HPOL_005718-RA",59,24,7,39,105.448635515073,71.5724118394958
"HPOL_005719-RA",980.015955744708,471.423719228005,334.353556542154,481,1725.029729849,583.952862538083
"HPOL_006151-RA",433,224,117,290,853,52
"HPOL_000803-RA",1565,898,837,1006,2698,1341
"HPOL_000804-RA",469,208,208,205,562,884
"HPOL_005616-RA",935,504,440,402,1443,619
"HPOL_006152-RA",514,209,317,322,809,506
"HPOL_006153-RA",4393,2161,1192,1472,6864,2352
"HPOL_006154-RA",105,54,18,57,94,21
"HPOL_000629-RA",1024,532,488,527,1909,782
"HPOL_000387-RA",190,47,47,41,98,18
"HPOL_000630-RA",148,81,83,94,263,132
"HPOL_000631-RA",174,78,86,71,339,134
"HPOL_000632-RA",308,172,130,38,388,272
"HPOL_000633-RA",2809,1395,1010,1186,4109,1485
"HPOL_000634-RA",4205,2112,1382,1994,6401,2218
"HPOL_000635-RA",20,3,9,0,11,1
"HPOL_000636-RA",90,31,29,21,139,57
"HPOL_000637-RA",573,278,266,313,990,500
"HPOL_000638-RA",546,279,494,276,1005,821
"HPOL_000639-RA",84,36,43,37,107,114
"HPOL_000388-RA",208,55,33,57,134,62
"HPOL_000640-RA",427,237,201,103,695,280
"HPOL_000641-RA",122,46,50,67,162,120
"HPOL_001447-RA",500,250,386,273,1068,936
"HPOL_001448-RA",46,22,15,12,52,38
"HPOL_001449-RA",501,250,384,221,628,641
"HPOL_001450-RA",3062,1672,1304,1467,4392,1224
"HPOL_001451-RA",135,65,135,22,188,216
"HPOL_001452-RA",238,85,105,125,462,303
"HPOL_003021-RA",193,94,72,32,282,66
"HPOL_003022-RA",91,30,24,34,96,78
"HPOL_000389-RA",17,6,7,3,25,0
"HPOL_003023-RA",2399,1004,971,800,3029,2168
"HPOL_003024-RA",124,54,50,102,205,67
"HPOL_003025-RA",445,315,202,412,896,178
"HPOL_003026-RA",2450,1688,86,2800,12526,694
"HPOL_001547-RA",3859,1736,1923,1735,5407,2790
"HPOL_001548-RA",169,73,97,45,189,96
"HPOL_001549-RA",727,305,285,491,1713,667
"HPOL_001550-RA",196,90,75,64,301,87
"HPOL_001551-RA",39,17,20,24,77,28
"HPOL_001552-RA",1753,847,891,1376,4764,1749
"HPOL_000390-RA",0,0,0,1.46883968902545,0,0
"HPOL_002307-RA",144,51,16,31,112,23
"HPOL_002308-RA",48,17,12,7,66,17
"HPOL_002309-RA",163,61,82,67,297,45
"HPOL_006156-RA",321,132,151,130,428,439
"HPOL_006157-RA",557,241,257,258,791,489
"HPOL_006158-RA",607,269,358,466,1675,695
"HPOL_005768-RA",3238,1432,1026,1339,5741,4111
"HPOL_000790-RA",116,52,46,37,163,83
"HPOL_000791-RA",126,43,48,24,166,18
"HPOL_000792-RA",235,107,163,127,470,285
"HPOL_000391-RA",238,70,88,74,132,42
"HPOL_006159-RA",78,31,23,12,78,3
"HPOL_006160-RA",266,71,33,79,149,24
"HPOL_006161-RA",1620,843,606,874,3502,6460
"HPOL_000376-RA",306.229038113641,82.0150328439853,132.859705424812,65.1661440859657,227.673135931089,108.947391466082
"HPOL_000377-RA",1796,955,755,831,2877,1210
"HPOL_000378-RA",950.121469518919,456.17990816008,615.497035440141,428.359893006998,1619.86573917419,1260.8432988734
"HPOL_000379-RA",255,99,136,146,485,385
"HPOL_000380-RA",19,4,1,20,16,0
"HPOL_000381-RA",611,303,317,495,1422,501
"HPOL_000382-RA",380,209,314,234,766,573
"HPOL_000392-RA",192,50,90,59,226,98
"HPOL_000383-RA",790,396,257,244,993,692
"HPOL_000384-RA",1176,515,440,381,1396,4524
"HPOL_000385-RA",495,233,360,340,973,453
"HPOL_005785-RA",17308,7696,7762,7191,23769,9593
"HPOL_005786-RA",956,465,535,556,2049,790
"HPOL_006162-RA",975,452,324,410,1348,523
"HPOL_006163-RA",89.4904549687213,59.4572882856077,62.4865760155254,35.8428168743071,137.666889212425,121.402816668705
"HPOL_006164-RA",1198,438,754,439,1704,1471
"HPOL_006165-RA",1078,517,496,478,1682,3013
"HPOL_006166-RA",1549,718,712,504,1971,1008
"HPOL_000393-RA",592.768826826804,294.831971518244,386.142169585282,234,1000.1136357478,558.125358600651
"HPOL_006167-RA",308,157,206,157,480,257
"HPOL_006169-RA",257,121,161,113,315,203
"HPOL_003027-RA",166,30,28,30,122,22
"HPOL_003028-RA",345,132,206,150,537,167
"HPOL_003029-RA",79,14,45,24,117,31
"HPOL_003030-RA",425,191,238,250,749,396
"HPOL_006170-RA",101,61,24,144,381,22
"HPOL_006171-RA",129,61,70,71,233,137
"HPOL_006172-RA",420,210,174,167,693,276
"HPOL_006173-RA",547,279,283,303,842,538
"HPOL_000394-RA",309,101,93,114,238,87
"HPOL_006174-RA",768,368,575,374,1245,1042
"HPOL_006197-RA",30,19,7,1,18,17
"HPOL_006175-RA",69,31,60,57,136,77
"HPOL_006209-RA",263.992847970347,55.2740570016163,87,30,135.11871356866,124.263299113305
"HPOL_003031-RA",3053,1409,951,1821,5732,1523
"HPOL_003032-RA",154,67,101,74,255,149
"HPOL_003033-RA",1562,718,600,899,2716,577
"HPOL_003034-RA",299,84,204,108,276,179
"HPOL_006190-RA",888,425,345,312,1118,629
"HPOL_006191-RA",343,186,179,153,423,203
"HPOL_000395-RA",89,22,50,26.5311603109745,152,79
"HPOL_006176-RA",467,203,213,215,611,375
"HPOL_005647-RA",201,90,143,91,399,128
"HPOL_005648-RA",231,94,56,130,367,149
"HPOL_006237-RA",220,73,27,17,155,35
"HPOL_006210-RA",727,301,339,254,1006,409
"HPOL_006186-RA",1008,511,577,415,1438,730
"HPOL_006187-RA",1887,811,294,754,1931,9957
"HPOL_003045-RA",851,436,254,594,1520,452
"HPOL_003046-RA",513,227,208,171,840,391
"HPOL_003047-RA",101,30,30,55,81,35
"HPOL_000396-RA",119.231173173196,49.1680284817564,82.8578304147177,72,210.886364252198,142.874641399349
"HPOL_003048-RA",59,21,23,22,73,8
"HPOL_003049-RA",14105,8419,2431,4542,8986,283
"HPOL_006179-RA",165,35,24,47,134,5
"HPOL_006213-RA",241,75,56,163,433,208
"HPOL_006180-RA",46.4040848061646,24,66.2026276414668,5,66,172.189431275501
"HPOL_006181-RA",1195,586,449,713,1655,479
"HPOL_006222-RA",124,54,41,71,195,70
"HPOL_006182-RA",455,178,193,298,815,386
"HPOL_006183-RA",642,318,248,174,888,513
"HPOL_006184-RA",1111,543,473,379,1095,1040
"HPOL_004115-RA",683.467743733524,299.467770488751,309.655453461184,384.407949760939,1062.41593288983,510.481852944427
"HPOL_006185-RA",173,69,68,97,193,11
"HPOL_006189-RA",164,106,90,144,280,116
"HPOL_006188-RA",696,363,259,625,2354,776
"HPOL_003035-RA",1381,750,641,567,2321,1298
"HPOL_003036-RA",312,156,133,128,468,125
"HPOL_003037-RA",416,277,115,159,701,148
"HPOL_006211-RA",3857.63652973045,2365.33545451479,537.538231913389,1158.44442381867,2237.38762479553,66.7040794304388
"HPOL_006192-RA",1457,682,556,587,2309,1735
"HPOL_002374-RA",1667,808,761,507,2366,1403
"HPOL_002375-RA",1011,557,427,527,1489,3255
"HPOL_004116-RA",603,253,250,193,772,435
"HPOL_006193-RA",535,275,156,235,843,519
"HPOL_006194-RA",62,21,21,46,111,74
"HPOL_006224-RA",542,172,175,179,562,225
"HPOL_006195-RA",2807,1593,1316,1731,4707,1156
"HPOL_006196-RA",820,510,364,539,1779,918
"HPOL_001973-RA",368.835358438046,169.730285337385,147.095218183087,178.428463547598,579.042201203393,482.379100066359
"HPOL_001974-RA",2056.98404425529,1042.576280772,918.646443457846,1076,3770.970270151,1352.04713746192
"HPOL_001975-RA",224,104,86,58,315.551364484927,173.427588160504
"HPOL_006198-RA",56,22,12,11,68,17
"HPOL_003038-RA",3828,1784,589,2250,6537,2817
"HPOL_004117-RA",5019,2690,1524,3151,6664,4069
"HPOL_003039-RA",313,139,155,163,603,276
"HPOL_003040-RA",355,86,71,112,249,59
"HPOL_003041-RA",84,20,50,44,135,33
"HPOL_005832-RA",1277.37834104857,592.093751734399,677.524621017932,525.591827625828,2141.5189330503,1386.41121894918
